datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2023-06-11,"Dhaka,Bangladesh",32.0,26.0,29.0,38.0,26.0,33.5,24.1,75.1,2.5,100.0,25.0,rain,0.0,0.0,41.0,18.4,124.2,999.2,90.7,4.0,160.4,13.8,8,60.0,2023-06-11T05:10:54,2023-06-11T18:45:13,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-12,"Dhaka,Bangladesh",31.0,25.6,28.3,39.1,25.6,32.6,24.3,79.1,0.9,100.0,16.67,rain,0.0,0.0,38.5,27.7,119.3,999.9,91.3,3.9,283.0,24.5,9,60.0,2023-06-12T05:10:57,2023-06-12T18:45:34,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-13,"Dhaka,Bangladesh",34.2,25.8,29.7,43.3,25.8,34.2,23.9,71.6,4.1,100.0,37.5,rain,0.0,0.0,41.4,27.7,160.5,999.1,59.5,4.2,249.5,21.5,9,60.0,2023-06-13T05:11:01,2023-06-13T18:45:54,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-14,"Dhaka,Bangladesh",36.1,28.0,31.1,44.8,30.7,37.3,24.4,68.4,3.9,100.0,16.67,rain,0.0,0.0,50.8,25.9,178.1,998.6,76.2,4.2,294.6,25.7,9,75.0,2023-06-14T05:11:07,2023-06-14T18:46:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999"
2023-06-15,"Dhaka,Bangladesh",34.0,27.0,30.8,45.1,29.2,38.0,25.2,72.2,29.0,100.0,20.83,rain,0.0,0.0,55.4,33.5,178.8,999.8,89.5,4.2,235.9,20.5,10,75.0,2023-06-15T05:11:13,2023-06-15T18:46:32,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-16,"Dhaka,Bangladesh",35.0,26.9,30.9,47.7,30.1,38.8,25.9,75.4,17.2,100.0,33.33,rain,0.0,0.0,47.2,37.1,178.8,1000.3,92.5,4.0,237.0,20.4,9,75.0,2023-06-16T05:11:20,2023-06-16T18:46:50,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-17,"Dhaka,Bangladesh",35.0,25.4,30.1,43.7,25.4,35.3,24.7,73.9,23.8,100.0,41.67,rain,0.0,0.0,50.8,33.5,176.3,1002.2,90.7,3.8,245.7,21.2,9,75.0,2023-06-17T05:11:29,2023-06-17T18:47:07,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41909099999"
2023-06-18,"Dhaka,Bangladesh",31.0,27.4,28.4,40.6,31.3,33.5,24.9,81.7,20.6,100.0,54.17,rain,0.0,0.0,40.0,18.4,127.4,1003.4,91.6,3.9,166.7,14.5,7,75.0,2023-06-18T05:11:38,2023-06-18T18:47:23,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-19,"Dhaka,Bangladesh",33.3,27.0,29.2,43.8,29.2,34.4,24.4,75.9,68.6,100.0,62.5,rain,0.0,0.0,49.7,20.5,160.3,1002.9,90.4,4.1,129.8,11.1,9,30.0,2023-06-19T05:11:48,2023-06-19T18:47:38,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-20,"Dhaka,Bangladesh",32.7,26.5,28.2,41.3,26.5,32.3,24.4,80.5,4.1,100.0,33.33,rain,0.0,0.0,40.3,22.3,142.6,1003.1,90.3,4.6,230.2,19.9,8,60.0,2023-06-20T05:11:59,2023-06-20T18:47:53,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2023-06-21,"Dhaka,Bangladesh",32.8,27.0,29.5,42.3,30.1,35.7,25.3,78.9,20.2,100.0,58.33,rain,0.0,0.0,42.1,22.3,176.1,1003.1,83.5,4.1,172.8,15.0,7,60.0,2023-06-21T05:12:11,2023-06-21T18:48:06,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-22,"Dhaka,Bangladesh",33.0,28.0,29.7,42.1,31.9,35.4,24.8,75.5,5.4,100.0,37.5,rain,0.0,0.0,36.0,22.3,167.9,1003.6,83.9,4.3,70.0,6.0,3,30.0,2023-06-22T05:12:24,2023-06-22T18:48:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41909099999"
2023-06-23,"Dhaka,Bangladesh",34.0,27.0,29.8,42.3,30.0,35.4,24.6,73.9,6.2,100.0,45.83,rain,0.0,0.0,34.2,19.6,124.4,1002.6,77.6,4.3,286.5,24.9,8,30.0,2023-06-23T05:12:38,2023-06-23T18:48:31,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-24,"Dhaka,Bangladesh",33.7,27.0,30.2,41.4,30.6,35.7,24.4,71.9,0.8,100.0,29.17,rain,0.0,0.0,39.2,18.4,120.0,1001.8,78.6,4.1,213.7,18.5,8,30.0,2023-06-24T05:12:53,2023-06-24T18:48:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-25,"Dhaka,Bangladesh",33.0,27.0,29.8,40.0,29.6,34.6,23.8,70.8,2.6,100.0,25.0,rain,0.0,0.0,39.6,23.3,124.5,1002.4,78.5,4.3,252.4,21.8,8,30.0,2023-06-25T05:13:08,2023-06-25T18:48:51,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-26,"Dhaka,Bangladesh",30.4,27.5,28.9,36.0,30.4,33.0,23.5,72.7,4.5,100.0,45.83,rain,0.0,0.0,40.3,18.7,127.4,1002.6,89.4,4.2,228.4,19.7,7,10.0,2023-06-26T05:13:24,2023-06-26T18:49:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-06-27,"Dhaka,Bangladesh",28.0,26.9,27.2,32.7,29.2,30.5,24.0,82.9,20.2,100.0,75.0,rain,0.0,0.0,42.1,20.4,140.5,1003.3,94.2,3.8,96.1,8.0,5,30.0,2023-06-27T05:13:41,2023-06-27T18:49:08,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-28,"Dhaka,Bangladesh",29.0,25.7,27.0,32.8,25.7,29.2,24.3,85.8,17.6,100.0,50.0,rain,0.0,0.0,41.0,18.4,162.7,1005.5,95.2,3.3,69.8,6.1,6,30.0,2023-06-28T05:13:59,2023-06-28T18:49:15,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-29,"Dhaka,Bangladesh",28.0,26.4,27.0,31.3,26.4,29.9,24.8,88.4,17.9,100.0,62.5,rain,0.0,0.0,40.3,25.2,177.3,1005.2,91.8,3.6,138.3,12.0,5,30.0,2023-06-29T05:14:17,2023-06-29T18:49:20,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-06-30,"Dhaka,Bangladesh",34.0,25.5,28.0,43.4,25.5,31.3,24.5,82.1,21.6,100.0,79.17,rain,0.0,0.0,32.4,35.0,186.4,1004.2,88.2,3.7,186.7,16.0,8,30.0,2023-06-30T05:14:36,2023-06-30T18:49:25,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-01,"Dhaka,Bangladesh",29.9,25.4,27.0,38.2,25.4,29.9,25.0,88.8,11.2,100.0,62.5,rain,0.0,0.0,30.2,20.9,170.9,1004.0,94.3,3.5,171.3,14.7,9,30.0,2023-07-01T05:14:55,2023-07-01T18:49:28,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-07-02,"Dhaka,Bangladesh",32.3,26.0,28.8,43.1,26.0,34.1,25.4,82.1,13.3,100.0,54.17,rain,0.0,0.0,30.6,27.7,175.9,1003.3,91.4,4.0,207.2,17.8,8,30.0,2023-07-02T05:15:16,2023-07-02T18:49:31,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-07-03,"Dhaka,Bangladesh",34.0,28.0,30.0,46.1,32.7,37.4,26.1,80.1,5.8,100.0,58.33,rain,0.0,0.0,28.1,18.7,163.1,1003.3,80.0,4.2,262.9,22.6,9,30.0,2023-07-03T05:15:37,2023-07-03T18:49:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-04,"Dhaka,Bangladesh",35.5,28.0,31.4,44.1,31.9,37.9,24.9,69.7,3.6,100.0,33.33,rain,0.0,0.0,27.0,14.8,170.5,1002.4,54.1,4.3,268.9,23.2,9,30.0,2023-07-04T05:15:58,2023-07-04T18:49:32,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-05,"Dhaka,Bangladesh",33.9,28.0,30.3,41.0,33.6,36.5,25.1,74.6,13.0,100.0,54.17,rain,0.0,0.0,43.6,14.8,130.2,1001.5,79.1,4.3,251.4,21.7,8,30.0,2023-07-05T05:16:20,2023-07-05T18:49:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-07-06,"Dhaka,Bangladesh",32.0,28.0,29.3,39.2,32.7,35.2,25.2,78.8,4.3,100.0,41.67,rain,0.0,0.0,42.1,22.3,138.6,1003.4,85.2,4.2,255.7,22.0,7,30.0,2023-07-06T05:16:42,2023-07-06T18:49:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-07,"Dhaka,Bangladesh",32.0,27.0,29.3,40.3,30.3,34.9,25.0,78.1,10.1,100.0,70.83,rain,0.0,0.0,35.3,25.1,158.3,1005.1,82.3,4.0,212.5,18.5,7,30.0,2023-07-07T05:17:05,2023-07-07T18:49:25,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-08,"Dhaka,Bangladesh",33.6,28.0,29.6,41.6,32.3,35.0,24.6,75.3,1.4,100.0,33.33,rain,0.0,0.0,29.5,22.3,154.4,1005.7,75.4,4.3,255.8,22.3,7,30.0,2023-07-08T05:17:28,2023-07-08T18:49:21,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-07-09,"Dhaka,Bangladesh",34.0,28.0,30.1,42.7,31.9,35.8,24.5,72.6,6.4,100.0,58.33,rain,0.0,0.0,26.6,18.4,164.1,1004.6,72.6,4.0,257.3,22.3,8,30.0,2023-07-09T05:17:52,2023-07-09T18:49:15,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2023-07-10,"Dhaka,Bangladesh",33.2,27.0,30.1,41.4,29.6,36.2,24.9,73.9,9.4,100.0,62.5,rain,0.0,0.0,30.2,23.7,184.1,1004.1,79.9,4.3,247.6,21.3,9,30.0,2023-07-10T05:18:16,2023-07-10T18:49:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-11,"Dhaka,Bangladesh",32.4,25.6,29.7,40.7,25.6,35.2,24.7,74.9,2.5,100.0,50.0,rain,0.0,0.0,33.1,26.9,181.6,1004.3,73.8,4.2,258.5,22.3,8,30.0,2023-07-11T05:18:41,2023-07-11T18:49:00,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2023-07-12,"Dhaka,Bangladesh",32.5,28.0,30.1,39.9,31.9,35.6,24.4,71.9,4.9,100.0,37.5,rain,0.0,0.0,36.7,20.4,182.1,1004.7,73.2,4.1,254.2,22.1,8,10.0,2023-07-12T05:19:05,2023-07-12T18:48:51,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41923099999,41922099999"
2023-07-13,"Dhaka,Bangladesh",34.0,28.0,30.0,42.8,31.9,35.1,24.2,71.7,3.4,100.0,41.67,rain,0.0,0.0,32.0,20.4,171.2,1004.4,89.6,4.0,230.5,20.1,7,30.0,2023-07-13T05:19:30,2023-07-13T18:48:40,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41922099999,41939099999"
2023-07-14,"Dhaka,Bangladesh",34.0,28.0,30.3,42.1,31.9,36.1,24.4,71.2,10.7,100.0,70.83,rain,0.0,0.0,32.0,18.6,153.8,1003.7,85.8,4.1,175.6,15.3,7,30.0,2023-07-14T05:19:56,2023-07-14T18:48:28,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41923099999,41922099999,41939099999"
2023-07-15,"Dhaka,Bangladesh",32.0,27.0,29.5,39.4,29.6,34.1,23.9,72.5,2.1,100.0,29.17,rain,0.0,0.0,41.8,20.4,135.4,1002.9,85.1,4.1,256.3,22.1,8,30.0,2023-07-15T05:20:21,2023-07-15T18:48:15,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41923099999,41929099999,41922099999"
2020-11-01,"Dhaka,Bangladesh",30.2,25.0,27.1,34.3,25.0,29.1,23.0,79.1,37.1,100.0,100.0,rain,,,,14.8,103.2,1010.8,85.5,3.9,136.2,11.6,6,,2020-11-01T06:04:16,2020-11-01T17:19:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-02,"Dhaka,Bangladesh",30.5,24.6,27.5,35.2,24.6,29.8,22.8,76.6,9.3,100.0,100.0,rain,,,,11.2,100.7,1011.5,69.8,4.1,158.5,13.6,6,,2020-11-02T06:04:51,2020-11-02T17:18:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-03,"Dhaka,Bangladesh",31.0,25.5,28.3,36.7,25.5,31.1,22.9,73.3,12.3,100.0,100.0,rain,,,,9.4,292.2,1011.7,62.3,4.1,165.4,14.2,6,,2020-11-03T06:05:26,2020-11-03T17:18:10,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-04,"Dhaka,Bangladesh",32.0,24.8,28.2,35.8,24.8,30.2,21.5,68.5,13.0,100.0,83.33,rain,,,,13.0,306.0,1011.2,33.3,4.1,165.9,14.5,7,,2020-11-04T06:06:01,2020-11-04T17:17:36,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-05,"Dhaka,Bangladesh",31.1,21.5,27.2,33.7,21.5,28.4,19.7,65.7,0.0,0.0,0.0,,,,,9.4,345.3,1013.2,3.1,3.8,192.1,16.4,7,,2020-11-05T06:06:38,2020-11-05T17:17:03,0.66,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-06,"Dhaka,Bangladesh",30.5,19.4,25.7,31.3,19.4,26.0,18.1,64.6,0.0,0.0,0.0,,,,,18.4,327.4,1015.0,1.6,3.7,211.6,18.1,8,,2020-11-06T06:07:14,2020-11-06T17:16:31,0.69,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-07,"Dhaka,Bangladesh",30.3,20.1,25.5,30.9,20.1,25.8,19.1,68.9,0.0,0.0,0.0,,,,,7.6,19.0,1014.5,1.2,3.7,220.2,19.1,8,,2020-11-07T06:07:51,2020-11-07T17:16:01,0.73,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2020-11-08,"Dhaka,Bangladesh",31.7,20.5,25.7,32.5,20.5,26.4,19.5,70.1,0.0,0.0,0.0,,,,,11.2,51.8,1014.4,0.0,3.7,224.3,19.5,8,,2020-11-08T06:08:28,2020-11-08T17:15:32,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-09,"Dhaka,Bangladesh",31.7,21.2,26.9,33.7,21.2,28.1,20.4,68.7,0.0,0.0,0.0,,,,,7.6,34.0,1013.2,2.1,4.0,221.5,19.2,8,,2020-11-09T06:09:06,2020-11-09T17:15:04,0.8,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-10,"Dhaka,Bangladesh",32.6,22.1,27.2,33.4,22.1,28.0,19.2,63.1,0.0,0.0,0.0,,,,,14.8,51.3,1012.9,0.0,4.1,215.8,18.7,8,,2020-11-10T06:09:45,2020-11-10T17:14:38,0.83,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-11,"Dhaka,Bangladesh",32.9,22.3,27.1,32.1,22.3,27.6,18.9,62.7,0.0,0.0,0.0,,,,,14.8,349.2,1014.1,0.3,4.1,219.6,19.0,8,,2020-11-11T06:10:23,2020-11-11T17:14:13,0.86,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-12,"Dhaka,Bangladesh",32.1,22.2,27.4,33.4,22.2,28.2,19.4,63.3,0.0,0.0,0.0,,,,,9.4,35.4,1014.2,11.1,4.2,214.9,18.7,8,,2020-11-12T06:11:02,2020-11-12T17:13:49,0.9,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-13,"Dhaka,Bangladesh",32.4,22.9,27.4,34.1,22.9,28.2,19.9,65.1,0.0,0.0,0.0,,,,,9.4,6.4,1013.1,11.7,4.1,206.0,17.8,7,,2020-11-13T06:11:42,2020-11-13T17:13:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-14,"Dhaka,Bangladesh",32.0,23.3,28.4,34.2,23.3,29.4,19.4,59.5,0.0,0.0,0.0,,,,,14.8,294.6,1012.6,0.0,4.1,209.1,18.0,8,,2020-11-14T06:12:21,2020-11-14T17:13:06,0.97,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-15,"Dhaka,Bangladesh",32.0,22.5,27.0,33.5,22.5,27.5,18.5,61.0,0.0,0.0,0.0,,,,,18.4,273.1,1012.7,0.0,4.0,211.8,18.4,8,,2020-11-15T06:13:02,2020-11-15T17:12:46,0.0,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-16,"Dhaka,Bangladesh",31.0,21.3,26.5,32.4,21.3,27.1,19.0,64.6,0.0,0.0,0.0,,,,,14.8,264.7,1012.4,0.1,3.9,198.7,17.2,7,,2020-11-16T06:13:42,2020-11-16T17:12:28,0.03,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-17,"Dhaka,Bangladesh",31.0,23.0,26.6,32.4,23.0,27.2,19.8,67.7,0.0,0.0,0.0,,,,,9.4,259.8,1011.6,14.7,3.9,198.4,16.9,7,,2020-11-17T06:14:23,2020-11-17T17:12:11,0.07,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-18,"Dhaka,Bangladesh",29.4,20.5,25.1,28.9,20.5,25.1,18.3,68.0,0.0,0.0,0.0,,,,,11.2,279.7,1012.5,0.0,3.7,172.5,14.7,7,,2020-11-18T06:15:04,2020-11-18T17:11:56,0.1,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-19,"Dhaka,Bangladesh",30.1,21.9,26.0,31.4,21.9,26.4,19.3,67.9,0.0,0.0,0.0,,,,,7.6,69.2,1012.2,49.8,3.7,173.2,14.8,7,,2020-11-19T06:15:45,2020-11-19T17:11:42,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-20,"Dhaka,Bangladesh",29.1,22.0,24.8,31.7,22.0,25.1,20.6,78.0,0.0,0.0,0.0,,,,,14.8,135.2,1011.8,52.0,3.3,176.4,15.2,7,,2020-11-20T06:16:26,2020-11-20T17:11:30,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-21,"Dhaka,Bangladesh",28.0,22.1,24.3,30.6,22.1,24.6,21.4,83.7,11.8,100.0,62.5,rain,,,,7.6,235.1,1011.9,73.1,2.2,155.5,13.4,6,,2020-11-21T06:17:08,2020-11-21T17:11:19,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2020-11-22,"Dhaka,Bangladesh",27.4,21.3,23.6,27.9,21.3,23.7,17.6,70.7,6.1,100.0,33.33,rain,,,,14.8,314.3,1014.4,28.0,3.2,185.2,16.0,7,,2020-11-22T06:17:49,2020-11-22T17:11:09,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-23,"Dhaka,Bangladesh",27.1,18.5,22.5,27.7,18.5,22.6,15.9,67.9,0.3,100.0,12.5,rain,,,,13.0,346.0,1015.2,0.0,3.6,196.4,16.9,7,,2020-11-23T06:18:31,2020-11-23T17:11:01,0.26,Rain,Clear conditions throughout the day with early morning rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-24,"Dhaka,Bangladesh",28.0,17.2,22.9,28.6,17.2,23.0,17.3,72.1,0.0,0.0,0.0,,,,,9.4,28.3,1014.4,29.7,3.6,194.9,16.8,7,,2020-11-24T06:19:13,2020-11-24T17:10:54,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-25,"Dhaka,Bangladesh",28.0,17.7,23.5,29.2,17.7,23.7,17.5,70.0,0.0,0.0,0.0,,,,,9.4,65.2,1014.2,48.0,3.7,191.4,16.5,7,,2020-11-25T06:19:55,2020-11-25T17:10:49,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-26,"Dhaka,Bangladesh",27.0,18.7,23.6,27.9,18.7,23.7,17.5,69.9,0.0,0.0,0.0,,,,,9.4,26.3,1014.7,68.2,4.0,149.7,12.8,5,,2020-11-26T06:20:37,2020-11-26T17:10:46,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2020-11-27,"Dhaka,Bangladesh",28.0,18.5,23.5,29.2,18.5,23.6,18.0,71.9,0.0,0.0,0.0,,,,,11.2,336.3,1015.4,78.6,3.7,187.5,16.3,7,,2020-11-27T06:21:19,2020-11-27T17:10:43,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-28,"Dhaka,Bangladesh",28.7,19.7,23.4,29.3,19.7,23.6,17.7,71.2,0.0,0.0,0.0,,,,,13.0,298.2,1015.4,36.7,3.8,175.1,15.1,6,,2020-11-28T06:22:01,2020-11-28T17:10:43,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2020-11-29,"Dhaka,Bangladesh",30.0,21.0,24.5,31.9,21.0,24.8,17.9,67.7,0.0,0.0,0.0,,,,,16.6,288.7,1015.1,1.2,4.0,197.6,17.0,7,,2020-11-29T06:22:43,2020-11-29T17:10:43,0.46,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41922099999"
2020-11-30,"Dhaka,Bangladesh",29.0,20.0,24.2,31.4,20.0,24.5,17.6,67.6,0.0,0.0,0.0,,,,,13.0,268.1,1014.8,0.0,3.7,193.1,16.7,7,,2020-11-30T06:23:25,2020-11-30T17:10:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41922099999"
2020-12-01,"Dhaka,Bangladesh",28.9,18.9,23.9,29.3,18.9,23.9,17.9,69.9,0.0,0.0,0.0,,,,,7.6,281.5,1014.7,8.5,3.8,194.8,16.8,7,,2020-12-01T06:24:06,2020-12-01T17:10:49,0.53,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2020-12-02,"Dhaka,Bangladesh",28.1,18.9,23.4,28.9,18.9,23.6,18.1,73.2,0.0,0.0,0.0,,,,,14.8,271.1,1013.1,20.9,3.6,177.3,15.3,7,,2020-12-02T06:24:48,2020-12-02T17:10:54,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
